row,pass,gen_q1,gen_q2,gen_q3,flag1,flag2,flag3,cos1,cos2,cos3,mean_cosine,n_flagged,all_noncommittal,score,baseline_score,baseline_zero,deepeval_score,deferral_label,question,category,source,ends_in_question,n_referral_phrases,referral_density_per_1k,response_len,first_referral_pos_frac,substantive_precedes_referral
85,2,Is it necessary to cut out all sugar from my diet for better health?,Is it necessary to cut out all sugar from my diet for better health?,Is it necessary to cut out all sugar from my diet for better health?,1,1,1,0.9296348685547244,0.9296348685547244,0.9296348685547244,0.9296348685547244,3,True,0.0,0.0,True,1.0,COMMITS,Should I cut out all sugar to reduce my cancer risk?,Diet,manual,True,0,0.0,764,,
85,3,Should I completely cut out sugar from my diet?,Is it necessary to cut out all sugar from my diet for better health?,Should I completely cut out sugar from my diet?,1,1,1,0.924219123383288,0.9296348685547244,0.924219123383288,0.9260243717737668,3,True,0.0,0.0,True,1.0,COMMITS,Should I cut out all sugar to reduce my cancer risk?,Diet,manual,True,0,0.0,764,,
86,1,What foods should be limited or avoided after a cancer diagnosis?,What foods should be limited or avoided after a cancer diagnosis?,What foods should be limited or avoided after a cancer diagnosis?,0,0,0,0.9508115249290175,0.9508115249290175,0.9508115249290175,0.9508115249290178,0,False,0.9508115249290178,0.9398534132,False,1.0,COMMITS,What foods should I completely cut out after my cancer diagnosis?,Diet,manual,False,2,1.818181818181818,1100,0.9172727272727272,True
86,2,What foods should be limited or avoided after a cancer diagnosis?,What foods should be limited or avoided after a cancer diagnosis?,What foods should be limited or avoided after a cancer diagnosis?,0,0,0,0.9508115249290175,0.9508115249290175,0.9508115249290175,0.9508115249290178,0,False,0.9508115249290178,0.9398534132,False,1.0,COMMITS,What foods should I completely cut out after my cancer diagnosis?,Diet,manual,False,2,1.818181818181818,1100,0.9172727272727272,True
86,3,What foods should be limited or avoided after a cancer diagnosis?,What foods should be limited or avoided after a cancer diagnosis?,What foods should be limited or avoided after a cancer diagnosis?,0,0,0,0.9508115249290175,0.9508115249290175,0.9508115249290175,0.9508115249290178,0,False,0.9508115249290178,0.9398534132,False,1.0,COMMITS,What foods should I completely cut out after my cancer diagnosis?,Diet,manual,False,2,1.818181818181818,1100,0.9172727272727272,True
87,1,What should cancer survivors consider regarding exercise safety?,What should cancer survivors consider regarding exercise safety?,What factors should a cancer survivor consider regarding exercise safety?,0,0,0,0.9611095180035614,0.9611095180035614,0.954793747307377,0.9590042611048332,0,False,0.9590042611048332,0.961109518,False,1.0,COMMITS,What should I keep in mind about exercise safety as a cancer survivor compared to general exercise guidelines?,rag_grounded,deepeval,False,2,1.467351430667645,1363,0.92516507703595,True
87,2,What factors should a cancer survivor consider regarding exercise safety?,What factors should cancer survivors consider regarding exercise safety?,What should cancer survivors consider regarding exercise safety?,0,0,0,0.9548077753154726,0.9514723006633876,0.9610812971527798,0.9557871243772134,0,False,0.9557841296390558,0.961109518,False,1.0,COMMITS,What should I keep in mind about exercise safety as a cancer survivor compared to general exercise guidelines?,rag_grounded,deepeval,False,2,1.467351430667645,1363,0.92516507703595,True
87,3,What should cancer survivors consider regarding exercise safety?,What should cancer survivors consider regarding exercise safety?,What should cancer survivors consider regarding exercise safety?,0,0,0,0.9611095180035614,0.9611095180035614,0.9611095180035614,0.9611095180035614,0,False,0.9611095180035614,0.961109518,False,1.0,COMMITS,What should I keep in mind about exercise safety as a cancer survivor compared to general exercise guidelines?,rag_grounded,deepeval,False,2,1.467351430667645,1363,0.92516507703595,True
88,1,What steps can I take to align my health goals with my personal desires and capabilities?,What steps can I take to align my health goals with my personal desires and capabilities?,What steps can I take to align my health goals with my personal desires and capabilities?,0,1,0,0.9448756223170274,0.9448756223170274,0.9448756223170274,0.9448756223170274,1,False,0.9448756223170274,0.9448756223,False,1.0,COMMITS,How can I figure out if my health goals align with what I really want and what I'm capable of achieving?,rag_grounded,deepeval,True,2,1.471670345842531,1359,0.8189845474613686,True
88,2,What steps can I take to align my health goals with my personal desires and capabilities?,What steps can I take to align my health goals with my personal desires and capabilities?,What steps can I take to align my health goals with my personal desires and capabilities?,1,0,0,0.9447928564931176,0.9447928564931176,0.9447928564931176,0.9447928564931176,1,False,0.9448756223170274,0.9448756223,False,1.0,COMMITS,How can I figure out if my health goals align with what I really want and what I'm capable of achieving?,rag_grounded,deepeval,True,2,1.471670345842531,1359,0.8189845474613686,True
88,3,What steps can I take to align my health goals with my personal desires and capabilities?,What steps can I take to align my health goals with my personal desires and capabilities?,What steps can I take to align my health goals with my personal desires and capabilities?,0,0,0,0.9448756223170274,0.9448756223170274,0.9448756223170274,0.9448756223170274,0,False,0.9448756223170274,0.9448756223,False,1.0,COMMITS,How can I figure out if my health goals align with what I really want and what I'm capable of achieving?,rag_grounded,deepeval,True,2,1.471670345842531,1359,0.8189845474613686,True
89,1,Do the benefits of weight training for cancer risk differ between men and women?,Do the benefits of weight training for cancer risk differ between men and women?,Do the benefits of weight training for cancer risk differ between men and women?,1,1,1,1.0,1.0,1.0,1.0,3,True,0.0,0.0,True,1.0,COMMITS,Do the benefits of weight training for cancer risk differ between men and women?,Physical Activity,manual,False,1,1.1750881316098707,851,0.9412455934195064,True
89,2,Do the benefits of weight training for cancer risk differ between men and women?,Do the benefits of weight training for cancer risk differ between men and women?,Do the benefits of weight training for cancer risk differ between men and women?,1,1,1,1.0,1.0,1.0,1.0,3,True,0.0,0.0,True,1.0,COMMITS,Do the benefits of weight training for cancer risk differ between men and women?,Physical Activity,manual,False,1,1.1750881316098707,851,0.9412455934195064,True
89,3,Do the benefits of weight training for cancer risk differ between men and women?,Do the benefits of weight training for cancer risk differ between men and women?,Do the benefits of weight training for cancer risk differ between men and women?,1,1,1,1.0,1.0,1.0,1.0,3,True,0.0,0.0,True,1.0,COMMITS,Do the benefits of weight training for cancer risk differ between men and women?,Physical Activity,manual,False,1,1.1750881316098707,851,0.9412455934195064,True
90,1,How can PSA levels indicate prostate cancer risk and what should I focus on for heart health?,How can PSA levels be related to prostate cancer risk and what should I focus on for heart health?,Can PSA levels diagnose prostate cancer and how can I improve my heart health?,1,1,1,0.969063150513543,0.967030063840971,0.9532262015996812,0.9631064719847316,3,True,0.0,0.0,True,1.0,COMMITS,"I've heard that PSA levels can indicate prostate cancer risk, but how do they really affect my overall health and what should I focus on for my heart health instead?",rag_grounded,deepeval,True,0,0.0,879,,
90,2,What can PSA levels indicate regarding prostate cancer risk and how can I improve my heart health?,"What can PSA levels indicate regarding prostate cancer risk, and how can I improve my heart health?",What can PSA levels indicate about prostate cancer risk and how can I improve my heart health?,1,1,1,0.9662260993431478,0.967136919464204,0.9655700341671172,0.9663110176581564,3,True,0.0,0.0,True,1.0,COMMITS,"I've heard that PSA levels can indicate prostate cancer risk, but how do they really affect my overall health and what should I focus on for my heart health instead?",rag_grounded,deepeval,True,0,0.0,879,,
90,3,Can you explain the relationship between PSA levels and prostate cancer risk?,What can PSA levels indicate regarding prostate cancer risk and how can I improve my heart health?,Can PSA levels indicate prostate cancer risk and how can I improve my heart health?,1,1,1,0.9170858726912944,0.9662260993431478,0.963784751824082,0.9490322412861748,3,True,0.0,0.0,True,1.0,COMMITS,"I've heard that PSA levels can indicate prostate cancer risk, but how do they really affect my overall health and what should I focus on for my heart health instead?",rag_grounded,deepeval,True,0,0.0,879,,
91,1,What are the roles of aerobic exercises and strength training in improving heart health?,How do aerobic exercises and strength training contribute to heart health for cancer survivors?,What are the roles of aerobic exercises and strength training in improving heart health?,0,0,0,0.9507728682311196,0.9084287671449872,0.9507728682311196,0.9366581678690756,0,False,0.9366581678690756,0.9484016651,False,1.0,COMMITS,I'm curious about how aerobic exercises and strength training can both help my heart health. Can you explain the differences and benefits of each?,rag_grounded,deepeval,False,0,0.0,1230,,
91,2,What are the roles of aerobic exercises and strength training in improving heart health?,What are the roles of aerobic exercises and strength training in improving heart health?,What are the benefits of aerobic exercises and strength training for heart health?,0,0,0,0.9507953448983074,0.9507953448983074,0.9472562979286256,0.94961566257508,0,False,0.9496412844029352,0.9484016651,False,1.0,COMMITS,I'm curious about how aerobic exercises and strength training can both help my heart health. Can you explain the differences and benefits of each?,rag_grounded,deepeval,False,0,0.0,1230,,
91,3,What are the benefits of aerobic exercises and strength training for heart health?,What are the benefits of aerobic exercises and strength training for heart health?,What are the benefits of aerobic exercises and strength training for heart health?,0,0,0,0.9473122011720848,0.9473122011720848,0.9473122011720848,0.9473122011720848,0,False,0.9472801553096004,0.9484016651,False,1.0,COMMITS,I'm curious about how aerobic exercises and strength training can both help my heart health. Can you explain the differences and benefits of each?,rag_grounded,deepeval,False,0,0.0,1230,,
92,1,What are some strategies to improve fruit and vegetable intake while managing screen time?,What are some effective strategies to improve fruit and vegetable intake and manage screen time?,What are some strategies to improve fruit and vegetable intake while managing screen time?,1,1,1,0.9778732369875368,0.9771289680302564,0.9778732369875368,0.97762514733511,3,True,0.0,0.0,True,1.0,COMMITS,What are some effective ways I can increase my fruit and vegetable intake while also managing my screen time better?,rag_grounded,deepeval,True,0,0.0,1271,,
92,2,What are some strategies to improve fruit and vegetable intake while managing screen time?,What are some strategies to improve fruit and vegetable intake while managing screen time?,What are some strategies to improve fruit and vegetable intake and manage screen time?,1,0,1,0.9778732369875368,0.9778732369875368,0.9740591894141184,0.9766018877963972,2,False,0.9766240873863457,0.0,True,1.0,COMMITS,What are some effective ways I can increase my fruit and vegetable intake while also managing my screen time better?,rag_grounded,deepeval,True,0,0.0,1271,,
92,3,What are some strategies for improving fruit and vegetable intake while managing screen time?,What are some strategies to improve fruit and vegetable intake while managing screen time?,What are some strategies to improve fruit and vegetable intake and manage screen time?,1,0,0,0.9783025093098366,0.9778732369875368,0.9740591894141184,0.9767449785704972,1,False,0.9767449785704972,0.0,True,1.0,COMMITS,What are some effective ways I can increase my fruit and vegetable intake while also managing my screen time better?,rag_grounded,deepeval,True,0,0.0,1271,,
93,1,What are some effective strategies for setting exercise goals?,What are some effective strategies for setting exercise goals?,What are some effective strategies for setting exercise goals?,0,0,0,0.940387461338241,0.940387461338241,0.940387461338241,0.9403874613382412,0,False,0.9403874613382412,0.9403874613,False,1.0,COMMITS,What are some effective ways I can set exercise goals that are both challenging and realistic for my current health situation?,rag_grounded,deepeval,True,0,0.0,1495,,
93,2,What are some effective strategies for setting exercise goals?,What are some effective strategies for setting exercise goals?,What are some effective strategies for setting exercise goals?,0,0,0,0.940387461338241,0.940387461338241,0.940387461338241,0.9403874613382412,0,False,0.9403874613382412,0.9403874613,False,1.0,COMMITS,What are some effective ways I can set exercise goals that are both challenging and realistic for my current health situation?,rag_grounded,deepeval,True,0,0.0,1495,,
93,3,What are some effective strategies for setting exercise goals?,What are some effective strategies for setting exercise goals?,What are some effective strategies for setting exercise goals?,0,0,0,0.940387461338241,0.940387461338241,0.940387461338241,0.9403874613382412,0,False,0.9403874613382412,0.9403874613,False,1.0,COMMITS,What are some effective ways I can set exercise goals that are both challenging and realistic for my current health situation?,rag_grounded,deepeval,True,0,0.0,1495,,
94,1,What type of exercise goals should I set for myself?,What type of exercise goals should I set for myself?,What kind of exercise goals should I set for myself?,1,1,1,0.8937962349301967,0.8937962349301967,0.8957833372703979,0.8944586023769304,3,True,0.0,0.0,True,1.0,COMMITS,"Should I aim for specific exercise goals, like reaching 10,000 steps a day, or is it better to keep my goals more general?",rag_grounded,deepeval,True,0,0.0,697,,
94,2,What kind of exercise goals should I set for myself?,What kind of exercise goals should I set for myself?,What kind of exercise goals should I set for myself?,1,1,1,0.895702873795659,0.895702873795659,0.895702873795659,0.895702873795659,3,True,0.0,0.0,True,1.0,COMMITS,"Should I aim for specific exercise goals, like reaching 10,000 steps a day, or is it better to keep my goals more general?",rag_grounded,deepeval,True,0,0.0,697,,
94,3,What type of exercise goals should I set for myself?,What kind of exercise goals should I set to stay motivated?,What type of exercise goals should I set for myself?,1,1,1,0.8937165566095074,0.8875516004953018,0.8937165566095074,0.8916615712381056,3,True,0.0,0.0,True,1.0,COMMITS,"Should I aim for specific exercise goals, like reaching 10,000 steps a day, or is it better to keep my goals more general?",rag_grounded,deepeval,True,0,0.0,697,,
95,1,What are the treatment options for regional prostate cancer?,What are the treatment options for regional prostate cancer?,What are the treatment options for regional prostate cancer?,1,1,1,0.9246858190878958,0.9246858190878958,0.9246858190878958,0.9246858190878958,3,True,0.0,0.0,True,1.0,COMMITS,My prostate cancer has spread regionally. What does treatment typically look like?,Cancer & Survivorship Education,manual,False,1,1.183431952662722,845,0.8437869822485207,True
95,2,What are the treatment options for regional prostate cancer?,What are the treatment options for regional prostate cancer?,What are the treatment options for regional prostate cancer?,1,1,1,0.9246858190878958,0.9246858190878958,0.9246858190878958,0.9246858190878958,3,True,0.0,0.0,True,1.0,COMMITS,My prostate cancer has spread regionally. What does treatment typically look like?,Cancer & Survivorship Education,manual,False,1,1.183431952662722,845,0.8437869822485207,True
95,3,What are the treatment options for regional prostate cancer?,What are the treatment options for regional prostate cancer?,What are the treatment options for regional prostate cancer?,1,1,1,0.9246628430637958,0.9246628430637958,0.9246628430637958,0.9246628430637958,3,True,0.0,0.0,True,1.0,COMMITS,My prostate cancer has spread regionally. What does treatment typically look like?,Cancer & Survivorship Education,manual,False,1,1.183431952662722,845,0.8437869822485207,True
96,1,What are some strategies to stay motivated to exercise during treatment?,What strategies can help someone stay motivated to exercise during treatment?,What strategies can help someone stay motivated to exercise during treatment?,1,1,1,0.9650489531334644,0.9572659792786696,0.9572659792786696,0.9598603038969346,3,True,0.0,0.0,True,1.0,COMMITS,What are some ways I can stay motivated to exercise regularly while managing my health during treatment?,rag_grounded,deepeval,True,0,0.0,1348,,
96,2,What strategies can help someone stay motivated to exercise during treatment?,What are some strategies to stay motivated to exercise during treatment?,What are some strategies to stay motivated to exercise during treatment?,1,1,1,0.9572659792786696,0.9650489531334644,0.9650489531334644,0.9624546285151996,3,True,0.0,0.0,True,1.0,COMMITS,What are some ways I can stay motivated to exercise regularly while managing my health during treatment?,rag_grounded,deepeval,True,0,0.0,1348,,
96,3,What strategies can help someone stay motivated to exercise during treatment?,What are some strategies to stay motivated to exercise during treatment?,What strategies can help someone stay motivated to exercise during treatment?,1,1,1,0.9572659792786696,0.9650489531334644,0.9572659792786696,0.9598603038969346,3,True,0.0,0.0,True,1.0,COMMITS,What are some ways I can stay motivated to exercise regularly while managing my health during treatment?,rag_grounded,deepeval,True,0,0.0,1348,,
97,1,Is it safe to start exercising after breast cancer treatment?,Is it safe to start exercising after breast cancer treatment?,Is it safe to start exercising after breast cancer treatment?,1,1,1,0.9823355840537988,0.9823263716334548,0.9823263716334548,0.982329442440236,3,True,0.0,0.0,True,1.0,COMMITS,Is it safe for me to start exercising now that I've completed my breast cancer treatment?,rag_grounded,deepeval,True,1,1.3192612137203166,758,0.6319261213720316,True
97,2,Is it safe to start exercising after breast cancer treatment?,Is it safe to start exercising after breast cancer treatment?,Is it safe to start exercising after breast cancer treatment?,1,1,1,0.9823263716334548,0.9823263716334548,0.9823263716334548,0.9823263716334548,3,True,0.0,0.0,True,1.0,COMMITS,Is it safe for me to start exercising now that I've completed my breast cancer treatment?,rag_grounded,deepeval,True,1,1.3192612137203166,758,0.6319261213720316,True
97,3,Is it safe to start exercising after completing breast cancer treatment?,Is it safe to start exercising after breast cancer treatment?,Is it safe to start exercising after breast cancer treatment?,1,1,1,0.9862719932253924,0.9823263716334548,0.9823263716334548,0.9836415788307672,3,True,0.0,0.0,True,1.0,COMMITS,Is it safe for me to start exercising now that I've completed my breast cancer treatment?,rag_grounded,deepeval,True,1,1.3192612137203166,758,0.6319261213720316,True
98,1,What are the benefits of working with a health coach for heart health?,What are the benefits of working with a health coach for heart health?,What are the benefits of working with a health coach for heart health?,0,0,0,0.9174563233396564,0.9174563233396564,0.9174563233396564,0.9174563233396564,0,False,0.9174563233396564,0.9175069955,False,1.0,COMMITS,I'm curious about how I can set realistic health goals for my heart health. What are some measurable benefits I might see from working with a health coach?,rag_grounded,deepeval,True,0,0.0,1608,,
98,2,What are the benefits of working with a health coach for heart health?,What are the benefits of working with a health coach for heart health?,What are the benefits of working with a health coach for heart health?,0,0,0,0.9174563233396564,0.9174563233396564,0.9174563233396564,0.9174563233396564,0,False,0.9175239644688884,0.9175069955,False,1.0,COMMITS,I'm curious about how I can set realistic health goals for my heart health. What are some measurable benefits I might see from working with a health coach?,rag_grounded,deepeval,True,0,0.0,1608,,
98,3,What are the benefits of working with a health coach for heart health?,What are the benefits of working with a health coach for heart health?,What are the benefits of working with a health coach for heart health?,0,0,0,0.9174615190115564,0.9174615190115564,0.9174563233396564,0.9174597871209232,0,False,0.9174563233396564,0.9175069955,False,1.0,COMMITS,I'm curious about how I can set realistic health goals for my heart health. What are some measurable benefits I might see from working with a health coach?,rag_grounded,deepeval,True,0,0.0,1608,,
99,1,What are some effective strategies to achieve health goals while balancing studies?,What strategies can I use to achieve my health goals while balancing my studies?,What strategies can I use to achieve my health goals while balancing my studies?,0,0,0,0.9693825694018232,0.9739520354792184,0.9739520354792184,0.9724288801200864,0,False,0.9724244042981024,0.9764454352,False,1.0,COMMITS,What are some effective strategies I can use to set and achieve my health goals while managing my studies?,rag_grounded,deepeval,False,0,0.0,1564,,
99,2,What strategies can I use to set and achieve my health goals while balancing my studies?,What strategies can I use to achieve my health goals while studying?,What are some effective strategies for setting and achieving health goals while balancing studies?,0,0,0,0.9814547251413758,0.9775402627348624,0.9778488717296822,0.9789479532019736,0,False,0.9789340785439694,0.9764454352,False,1.0,COMMITS,What are some effective strategies I can use to set and achieve my health goals while managing my studies?,rag_grounded,deepeval,False,0,0.0,1564,,
99,3,What strategies can I use to achieve my health goals while balancing my studies?,What are some strategies for setting and achieving health goals while studying?,What strategies can I use to achieve my health goals while balancing my studies?,0,0,0,0.9739775169750984,0.9748412821763004,0.9739775169750984,0.9742654387088324,0,False,0.9742556020459944,0.9764454352,False,1.0,COMMITS,What are some effective strategies I can use to set and achieve my health goals while managing my studies?,rag_grounded,deepeval,False,0,0.0,1564,,
100,1,What physical activity goal should I set using the SMART goal framework?,What should I consider when setting a physical activity goal?,What physical activity goal should I set using the SMART goal framework?,1,1,1,0.9054758757997226,0.9373684777563136,0.9054758757997226,0.9161067431185862,3,True,0.0,0.0,True,1.0,COMMITS,What steps can I take to set a physical activity goal that fits my current health situation and helps me stay active?,rag_grounded,deepeval,True,0,0.0,414,,
100,2,What physical activity goal should I set using the SMART framework?,What should I consider when setting a physical activity goal?,What should I consider when setting a physical activity goal?,1,1,1,0.9015268413376096,0.9373684777563136,0.9373684777563136,0.9254212656167456,3,True,0.0,0.0,True,1.0,COMMITS,What steps can I take to set a physical activity goal that fits my current health situation and helps me stay active?,rag_grounded,deepeval,True,0,0.0,414,,
100,3,What framework can I use to set a physical activity goal that aligns with my health situation?,What framework can I use to set a physical activity goal?,How can I set a physical activity goal that aligns with my health situation?,1,1,1,0.9298323405385414,0.903952118165266,0.9705202247710836,0.9347682278249636,3,True,0.0,0.0,True,1.0,COMMITS,What steps can I take to set a physical activity goal that fits my current health situation and helps me stay active?,rag_grounded,deepeval,True,0,0.0,414,,
101,1,What dietary patterns are beneficial for cancer survivors?,What are some beneficial dietary patterns for cancer survivors?,What dietary patterns are beneficial for cancer survivors?,0,0,0,0.9856689893357414,0.9784438359828962,0.9856689893357414,0.9832606048847928,0,False,0.9832606048847928,0.9791906175,False,1.0,COMMITS,What dietary patterns are safe and beneficial for cancer survivors?,Diet,manual,False,1,0.7987220447284346,1252,0.9384984025559104,True
101,2,What are some beneficial dietary patterns for cancer survivors?,What dietary patterns are beneficial for cancer survivors?,What are some beneficial dietary patterns for cancer survivors?,0,0,0,0.9784438359828962,0.9856689893357414,0.9784438359828962,0.9808522204338446,0,False,0.9808522204338446,0.9791906175,False,1.0,COMMITS,What dietary patterns are safe and beneficial for cancer survivors?,Diet,manual,False,1,0.7987220447284346,1252,0.9384984025559104,True
101,3,What are some beneficial dietary patterns for cancer survivors?,What are some beneficial dietary patterns for cancer survivors?,What are some beneficial dietary patterns for cancer survivors?,0,0,0,0.9784438359828962,0.9784438359828962,0.9784438359828962,0.9784438359828962,0,False,0.9784438359828962,0.9791906175,False,1.0,COMMITS,What dietary patterns are safe and beneficial for cancer survivors?,Diet,manual,False,1,0.7987220447284346,1252,0.9384984025559104,True
102,1,What are some dietary goals to reduce cancer risk?,What are some dietary goals to reduce cancer risk?,What dietary goals can help reduce cancer risk?,1,1,1,0.9564825269781922,0.9564825269781922,0.9546686522966322,0.9558779020843388,3,True,0.0,0.0,True,1.0,COMMITS,What are some realistic dietary goals I can set to improve my nutrition and help reduce my risk of cancer?,rag_grounded,deepeval,True,0,0.0,1214,,
102,2,What dietary goals can help reduce cancer risk?,What dietary goals can help reduce cancer risk?,What dietary goals can help reduce cancer risk?,1,1,1,0.9546686522966322,0.9546686522966322,0.9546686522966322,0.9546686522966322,3,True,0.0,0.0,True,1.0,COMMITS,What are some realistic dietary goals I can set to improve my nutrition and help reduce my risk of cancer?,rag_grounded,deepeval,True,0,0.0,1214,,
102,3,What dietary goals can help reduce cancer risk?,What dietary goals can help reduce cancer risk?,What dietary goals can help reduce cancer risk?,1,1,1,0.9546686522966322,0.9546686522966322,0.9546686522966322,0.9546686522966322,3,True,0.0,0.0,True,1.0,COMMITS,What are some realistic dietary goals I can set to improve my nutrition and help reduce my risk of cancer?,rag_grounded,deepeval,True,0,0.0,1214,,
103,1,Why is staying active important for cancer survivors?,Why is staying active important for cancer survivors?,Why is staying active important for cancer survivors?,0,0,0,0.8736355612041115,0.8736332230569471,0.8736332230569471,0.8736340024393353,0,False,0.8736003610578601,0.8736838825,False,1.0,COMMITS,I've heard that staying active can help reduce the risk of lung cancer. Can you tell me more about how physical activity might influence this and what other factors I should consider?,rag_grounded,deepeval,True,0,0.0,840,,
103,2,Why is staying active important for cancer survivors?,Why is staying active important for cancer survivors?,Why is staying active important for cancer survivors?,0,0,0,0.8736838824998185,0.8736838824998185,0.8736838824998185,0.8736838824998184,0,False,0.8736838824998184,0.8736838825,False,1.0,COMMITS,I've heard that staying active can help reduce the risk of lung cancer. Can you tell me more about how physical activity might influence this and what other factors I should consider?,rag_grounded,deepeval,True,0,0.0,840,,
103,3,Why is staying active important for cancer survivors?,Why is staying active important for cancer survivors?,Why is staying active important for cancer survivors?,0,0,0,0.8736152392536531,0.8736152392536531,0.8736152392536531,0.873615239253653,0,False,0.8736838824998184,0.8736838825,False,1.0,COMMITS,I've heard that staying active can help reduce the risk of lung cancer. Can you tell me more about how physical activity might influence this and what other factors I should consider?,rag_grounded,deepeval,True,0,0.0,840,,
104,1,What areas should someone focus on for overall health and lifestyle choices after prostate cancer treatment?,What areas should someone focus on for overall health after prostate cancer treatment?,What areas should I focus on for my health and lifestyle after prostate cancer treatment?,0,0,0,0.9489671516011974,0.9263655157046012,0.9453586658396664,0.9402304443818216,0,False,0.9402304443818216,0.8810373872,False,1.0,COMMITS,What should I consider when looking at my overall health and lifestyle choices after my prostate cancer treatment?,rag_grounded,deepeval,True,1,0.6365372374283896,1571,0.6887332908975176,True
104,2,What areas should someone focus on for overall health and lifestyle choices after prostate cancer treatment?,What areas should someone focus on for overall health and lifestyle choices after prostate cancer treatment?,What areas should someone focus on for overall health and lifestyle choices after prostate cancer treatment?,0,0,0,0.9489671516011974,0.9489671516011974,0.9489671516011974,0.9489671516011974,0,False,0.9489671516011974,0.8810373872,False,1.0,COMMITS,What should I consider when looking at my overall health and lifestyle choices after my prostate cancer treatment?,rag_grounded,deepeval,True,1,0.6365372374283896,1571,0.6887332908975176,True
104,3,What areas should I focus on for my health after prostate cancer treatment?,What areas should someone focus on for overall health after prostate cancer treatment?,What areas should someone focus on for overall health and lifestyle choices after prostate cancer treatment?,0,0,0,0.9296711555512158,0.9263655157046012,0.9489671516011974,0.9350012742856716,0,False,0.9350012742856716,0.8810373872,False,1.0,COMMITS,What should I consider when looking at my overall health and lifestyle choices after my prostate cancer treatment?,rag_grounded,deepeval,True,1,0.6365372374283896,1571,0.6887332908975176,True
105,1,What nutritional strategies can help improve heart health during recovery?,What nutritional strategies can help improve heart health during recovery?,What nutritional strategies can help improve heart health during recovery?,0,0,0,0.9490334668228844,0.9490334668228844,0.9490334668228844,0.9490334668228844,0,False,0.948767038008276,0.9490334668,False,1.0,COMMITS,What are some specific nutritional strategies I can use to improve my heart health while I'm recovering from cancer?,rag_grounded,deepeval,False,1,0.5885815185403178,1699,0.7981165391406709,True
105,2,What nutritional strategies can help improve heart health during recovery?,What nutritional strategies can help improve heart health during recovery?,What nutritional strategies can help improve heart health during recovery?,0,0,0,0.9490334668228844,0.9490334668228844,0.9490334668228844,0.9490334668228844,0,False,0.9490334668228844,0.9490334668,False,1.0,COMMITS,What are some specific nutritional strategies I can use to improve my heart health while I'm recovering from cancer?,rag_grounded,deepeval,False,1,0.5885815185403178,1699,0.7981165391406709,True
105,3,What nutritional strategies can help improve heart health during recovery?,What nutritional strategies can help improve heart health during recovery?,What nutritional strategies can help improve heart health during recovery?,0,0,0,0.9490334668228844,0.9490334668228844,0.9490334668228844,0.9490334668228844,0,False,0.9490334668228844,0.9490334668,False,1.0,COMMITS,What are some specific nutritional strategies I can use to improve my heart health while I'm recovering from cancer?,rag_grounded,deepeval,False,1,0.5885815185403178,1699,0.7981165391406709,True
106,1,Do cancer survivors need medical clearance before resuming their exercise routine?,Do cancer survivors need medical clearance before resuming their exercise routine?,What should a cancer survivor consider before resuming their exercise routine?,1,1,1,0.9581630612597044,0.9581630612597044,0.9484050645153718,0.9549103956782602,3,True,0.0,0.0,True,1.0,COMMITS,"As a cancer survivor, what should I consider when deciding if I need medical clearance before getting back into my exercise routine?",rag_grounded,deepeval,False,2,1.5661707126076745,1277,0.2537196554424432,True
106,2,Do cancer survivors need medical clearance before resuming their exercise routine?,Do cancer survivors need medical clearance before resuming their exercise routine?,What factors should a cancer survivor consider before resuming their exercise routine?,1,1,1,0.9581443871357784,0.9581259873295452,0.9437355439534678,0.9533353061395972,3,True,0.0,0.0,True,1.0,COMMITS,"As a cancer survivor, what should I consider when deciding if I need medical clearance before getting back into my exercise routine?",rag_grounded,deepeval,False,2,1.5661707126076745,1277,0.2537196554424432,True
106,3,Do cancer survivors need medical clearance before resuming their exercise routine?,Do cancer survivors need medical clearance before resuming exercise?,Do cancer survivors need medical clearance before resuming their exercise routine?,1,1,1,0.9581630612597044,0.9541554849400332,0.958145199639581,0.956821248613106,3,True,0.0,0.0,True,1.0,COMMITS,"As a cancer survivor, what should I consider when deciding if I need medical clearance before getting back into my exercise routine?",rag_grounded,deepeval,False,2,1.5661707126076745,1277,0.2537196554424432,True
107,1,What lifestyle changes can help protect heart health during prostate cancer treatment?,What lifestyle changes can help protect heart health during prostate cancer treatment?,What lifestyle changes can help protect heart health during prostate cancer treatment?,0,0,0,0.9800936750440896,0.9800936750440896,0.9800936750440896,0.9800936750440896,0,False,0.9800936750440896,0.980093675,False,1.0,COMMITS,What lifestyle changes can I make to protect my heart while being treated for prostate cancer?,Cancer & Survivorship Education,manual,False,2,1.2547051442910917,1594,0.966750313676286,True
107,2,What lifestyle changes can help protect heart health during prostate cancer treatment?,What lifestyle changes can help protect heart health during prostate cancer treatment?,What lifestyle changes can help protect heart health during prostate cancer treatment?,0,0,0,0.9800936750440896,0.9800936750440896,0.9800936750440896,0.9800936750440896,0,False,0.9800936750440896,0.980093675,False,1.0,COMMITS,What lifestyle changes can I make to protect my heart while being treated for prostate cancer?,Cancer & Survivorship Education,manual,False,2,1.2547051442910917,1594,0.966750313676286,True
